,vis_type,task,mark,resp
2188,line,range,Text,0
2189,line,range,Text,1
2190,line,trend,Opacity,1
2191,line,trend,Opacity,0
2192,line,compare,Opacity,1
2193,line,compare,Opacity,1
2194,scatter,retrieve,Color,1
2195,scatter,retrieve,Color,0
2196,scatter,filter,Bound,0
2197,scatter,filter,Bound,0
2198,scatter,range,Line,1
2199,scatter,range,Line,1
2200,scatter,trend,Mark,1
2201,scatter,trend,Mark,1
2202,scatter,compare,Mark,1
2203,scatter,compare,Mark,1
2204,bar,retrieve,Bound,1
2205,bar,retrieve,Bound,1
2206,bar,filter,Bound,1
2207,bar,filter,Bound,0
2208,bar,range,Line,1
2209,bar,range,Line,1
2210,bar,trend,Line,1
2211,bar,trend,Line,1
2212,bar,compare,Opacity,1
2213,bar,compare,Opacity,0
2214,line,retrieve,Line,1
2215,line,retrieve,Line,0
2216,line,filter,Bound,1
2217,line,filter,Bound,1
2218,line,range,Line,0
2219,line,range,Line,1
2220,line,trend,Opacity,1
2221,line,trend,Opacity,1
2222,line,compare,Opacity,0
2223,line,compare,Opacity,0
2224,scatter,retrieve,Bound,0
2225,scatter,retrieve,Bound,1
2226,scatter,filter,Line,1
2227,scatter,filter,Line,1
2228,scatter,range,Line,1
2229,scatter,range,Line,0
2230,scatter,trend,Mark,1
2231,scatter,trend,Mark,1
2232,scatter,compare,Color,1
2233,scatter,compare,Color,1
2234,bar,retrieve,Shade,1
2235,bar,retrieve,Shade,0
2236,bar,filter,Shade,1
2237,bar,filter,Shade,1
2238,bar,range,Opacity,1
2239,bar,range,Opacity,0
2240,bar,trend,Mark,1
2241,bar,trend,Mark,1
2242,bar,compare,Opacity,1
2243,bar,compare,Opacity,1
2244,line,retrieve,Opacity,0
2245,line,retrieve,Opacity,0
2246,line,filter,Bound,1
2247,line,filter,Bound,1
2248,line,range,Line,1
2249,line,range,Line,0
2250,line,trend,Bound,0
2251,line,trend,Bound,1
2252,line,compare,Mark,0
2253,line,compare,Mark,0
2254,scatter,retrieve,Line,1
2255,scatter,retrieve,Line,1
2256,scatter,filter,Line,1
2257,scatter,filter,Line,1
2258,scatter,range,Text,1
2259,scatter,range,Text,1
2260,scatter,trend,Opacity,1
2261,scatter,trend,Opacity,1
2262,scatter,compare,Mark,1
2263,scatter,compare,Mark,1
2264,bar,retrieve,Opacity,1
2265,bar,retrieve,Opacity,0
2266,bar,filter,Bound,1
2267,bar,filter,Bound,1
2268,bar,range,Opacity,1
2269,bar,range,Opacity,1
2270,bar,trend,Opacity,1
2271,bar,trend,Opacity,1
2272,bar,compare,Color,1
2273,bar,compare,Color,1
2274,line,retrieve,Color,0
2275,line,retrieve,Color,1
2276,line,filter,Bound,1
2277,line,filter,Bound,1
2278,line,range,Line,1
2279,line,range,Line,0
2280,line,trend,Shade,1
2281,line,trend,Shade,1
2282,line,compare,Mark,0
2283,line,compare,Mark,1
2284,scatter,retrieve,Bound,1
2285,scatter,retrieve,Bound,1
2286,scatter,filter,Color,1
2287,scatter,filter,Color,1
2288,scatter,range,Text,1
2289,scatter,range,Text,0
2290,scatter,trend,Opacity,1
2291,scatter,trend,Opacity,1
2292,scatter,compare,Color,1
2293,scatter,compare,Color,1
2294,bar,retrieve,Opacity,1
2295,bar,retrieve,Opacity,1
2296,bar,filter,Color,1
2297,bar,filter,Color,0
2298,bar,range,Color,1
2299,bar,range,Color,0
2300,bar,trend,Line,1
2301,bar,trend,Line,1
2302,bar,compare,Text,1
2303,bar,compare,Text,1
2304,line,retrieve,Line,1
2305,line,retrieve,Line,1
2306,line,filter,Color,1
2307,line,filter,Color,0
2308,line,range,Text,1
2309,line,range,Text,0
2310,line,trend,Mark,1
2311,line,trend,Mark,1
2312,line,compare,Mark,1
2313,line,compare,Mark,0
2314,scatter,retrieve,Bound,0
2315,scatter,retrieve,Bound,1
2316,scatter,filter,Line,1
2317,scatter,filter,Line,1
2318,scatter,range,Color,1
2319,scatter,range,Color,1
2320,scatter,trend,Mark,1
2321,scatter,trend,Mark,1
2322,scatter,compare,Color,0
2323,scatter,compare,Color,1
2324,bar,retrieve,Line,0
2325,bar,retrieve,Line,1
2326,bar,filter,Shade,1
2327,bar,filter,Shade,0
2328,bar,range,Line,0
2329,bar,range,Line,1
2330,bar,trend,Line,1
2331,bar,trend,Line,1
2332,bar,compare,Text,1
2333,bar,compare,Text,1
2334,line,retrieve,Bound,1
2335,line,retrieve,Bound,1
2336,line,filter,Opacity,1
2337,line,filter,Opacity,0
2338,line,range,Color,1
2339,line,range,Color,1
2340,line,trend,Color,1
2341,line,trend,Color,0
2342,line,compare,Opacity,1
2343,line,compare,Opacity,1
2344,scatter,retrieve,Opacity,1
2345,scatter,retrieve,Opacity,1
2346,scatter,filter,Color,1
2347,scatter,filter,Color,1
2348,scatter,range,Opacity,1
2349,scatter,range,Opacity,1
2350,scatter,trend,Bound,0
2351,scatter,trend,Bound,1
2352,scatter,compare,Mark,1
2353,scatter,compare,Mark,1
2354,bar,retrieve,Line,0
2355,bar,retrieve,Line,1
2356,bar,filter,Color,1
2357,bar,filter,Color,0
2358,bar,range,Text,1
2359,bar,range,Text,0
2360,bar,trend,Shade,1
2361,bar,trend,Shade,0
2362,bar,compare,Opacity,1
2363,bar,compare,Opacity,1
2364,line,retrieve,Line,1
2365,line,retrieve,Line,1
2366,line,filter,Line,0
2367,line,filter,Line,1
2368,line,range,Text,0
2369,line,range,Text,1
2370,line,trend,Mark,1
2371,line,trend,Mark,1
2372,line,compare,Color,1
2373,line,compare,Color,1
2374,scatter,retrieve,Shade,1
2375,scatter,retrieve,Shade,0
2376,scatter,filter,Line,1
2377,scatter,filter,Line,1
2378,scatter,range,Text,1
2379,scatter,range,Text,1
2380,scatter,trend,Text,1
2381,scatter,trend,Text,1
2382,scatter,compare,Mark,0
2383,scatter,compare,Mark,0
2384,bar,retrieve,Shade,0
2385,bar,retrieve,Shade,1
2386,bar,filter,Line,0
2387,bar,filter,Line,1
2388,bar,range,Color,1
2389,bar,range,Color,1
2390,bar,trend,Line,1
2391,bar,trend,Line,1
2392,bar,compare,Text,1
2393,bar,compare,Text,0
2394,line,retrieve,Color,1
2395,line,retrieve,Color,1
2396,line,filter,Opacity,0
2397,line,filter,Opacity,0
2398,line,range,Opacity,1
2399,line,range,Opacity,1
2400,line,trend,Bound,1
2401,line,trend,Bound,1
2402,line,compare,Color,1
2403,line,compare,Color,0
2404,scatter,retrieve,Color,0
2405,scatter,retrieve,Color,1
2406,scatter,filter,Color,0
2407,scatter,filter,Color,1
2408,scatter,range,Opacity,1
2409,scatter,range,Opacity,1
2410,scatter,trend,Bound,1
2411,scatter,trend,Bound,1
2412,scatter,compare,Text,1
2413,scatter,compare,Text,1
2414,bar,retrieve,Line,1
2415,bar,retrieve,Line,1
2416,bar,filter,Bound,1
2417,bar,filter,Bound,0
2418,bar,range,Line,1
2419,bar,range,Line,1
2420,bar,trend,Text,1
2421,bar,trend,Text,0
2422,bar,compare,Mark,0
2423,bar,compare,Mark,1
2424,line,retrieve,Opacity,1
2425,line,retrieve,Opacity,1
2426,line,filter,Bound,0
2427,line,filter,Bound,1
2428,line,range,Mark,1
2429,line,range,Mark,1
2430,line,trend,Text,1
2431,line,trend,Text,0
2432,line,compare,Color,1
2433,line,compare,Color,1
2434,scatter,retrieve,Color,0
2435,scatter,retrieve,Color,1
2436,scatter,filter,Line,0
2437,scatter,filter,Line,1
2438,scatter,range,Mark,1
2439,scatter,range,Mark,1
2440,scatter,trend,Text,0
2441,scatter,trend,Text,1
2442,scatter,compare,Color,1
2443,scatter,compare,Color,1
2444,bar,retrieve,Shade,1
2445,bar,retrieve,Shade,0
2446,bar,filter,Color,0
2447,bar,filter,Color,1
2448,bar,range,Line,0
2449,bar,range,Line,0
2450,bar,trend,Mark,0
2451,bar,trend,Mark,1
2452,bar,compare,Color,1
2453,bar,compare,Color,1
2454,line,retrieve,Color,1
2455,line,retrieve,Color,0
2456,line,filter,Color,1
2457,line,filter,Color,1
2458,line,range,Text,1
2459,line,range,Text,1
2460,line,trend,Color,1
2461,line,trend,Color,1
2462,line,compare,Mark,0
2463,line,compare,Mark,1
2464,scatter,retrieve,Color,1
2465,scatter,retrieve,Color,0
2466,scatter,filter,Opacity,0
2467,scatter,filter,Opacity,0
2468,scatter,range,Color,1
2469,scatter,range,Color,0
2470,scatter,trend,Text,1
2471,scatter,trend,Text,0
2472,scatter,compare,Text,1
2473,scatter,compare,Text,1
2474,bar,retrieve,Color,1
2475,bar,retrieve,Color,1
2476,bar,filter,Bound,1
2477,bar,filter,Bound,0
2478,bar,range,Mark,0
2479,bar,range,Mark,1
2480,bar,trend,Color,0
2481,bar,trend,Color,1
2482,bar,compare,Opacity,1
2483,bar,compare,Opacity,0
2484,line,retrieve,Line,1
2485,line,retrieve,Line,0
2486,line,filter,Color,1
2487,line,filter,Color,0
2488,line,range,Opacity,1
2489,line,range,Opacity,1
2490,line,trend,Color,1
2491,line,trend,Color,1
2492,line,compare,Color,1
2493,line,compare,Color,0
2494,scatter,retrieve,Shade,0
2495,scatter,retrieve,Shade,1
2496,scatter,filter,Opacity,0
2497,scatter,filter,Opacity,1
2498,scatter,range,Line,0
2499,scatter,range,Line,1
2500,scatter,trend,Mark,1
2501,scatter,trend,Mark,0
2502,scatter,compare,Mark,0
2503,scatter,compare,Mark,1
2504,bar,retrieve,Line,0
2505,bar,retrieve,Line,1
2506,bar,filter,Bound,1
2507,bar,filter,Bound,1
2508,bar,range,Text,0
2509,bar,range,Text,1
2510,bar,trend,Shade,0
2511,bar,trend,Shade,1
2512,bar,compare,Text,1
2513,bar,compare,Text,1
2514,line,retrieve,Line,1
2515,line,retrieve,Line,1
2516,line,filter,Bound,0
2517,line,filter,Bound,0
2518,line,range,Opacity,1
2519,line,range,Opacity,1
2520,line,trend,Opacity,1
2521,line,trend,Opacity,1
2522,line,compare,Mark,1
2523,line,compare,Mark,1
2524,scatter,retrieve,Opacity,0
2525,scatter,retrieve,Opacity,0
2526,scatter,filter,Line,0
2527,scatter,filter,Line,1
2528,scatter,range,Opacity,0
2529,scatter,range,Opacity,1
2530,scatter,trend,Color,1
2531,scatter,trend,Color,1
2532,scatter,compare,Color,1
2533,scatter,compare,Color,1
2534,bar,retrieve,Color,0
2535,bar,retrieve,Color,1
2536,bar,filter,Line,1
2537,bar,filter,Line,1
2538,bar,range,Opacity,1
2539,bar,range,Opacity,1
2540,bar,trend,Line,0
2541,bar,trend,Line,0
2542,bar,compare,Color,1
2543,bar,compare,Color,1
2544,line,retrieve,Shade,1
2545,line,retrieve,Shade,1
2546,line,filter,Bound,0
2547,line,filter,Bound,1
2548,line,range,Mark,1
2549,line,range,Mark,1
2550,line,trend,Opacity,1
2551,line,trend,Opacity,1
2552,line,compare,Opacity,1
2553,line,compare,Opacity,0
2554,scatter,retrieve,Bound,1
2555,scatter,retrieve,Bound,0
2556,scatter,filter,Line,0
2557,scatter,filter,Line,0
2558,scatter,range,Color,0
2559,scatter,range,Color,1
2560,scatter,trend,Opacity,0
2561,scatter,trend,Opacity,0
2562,scatter,compare,Text,1
2563,scatter,compare,Text,1
2564,bar,retrieve,Opacity,1
2565,bar,retrieve,Opacity,0
2566,bar,filter,Bound,0
2567,bar,filter,Bound,0
2568,bar,range,Opacity,0
2569,bar,range,Opacity,1
2570,bar,trend,Shade,0
2571,bar,trend,Shade,1
2572,bar,compare,Mark,1
2573,bar,compare,Mark,1
2574,line,retrieve,Opacity,1
2575,line,retrieve,Opacity,1
2576,line,filter,Color,1
2577,line,filter,Color,1
2578,line,range,Mark,1
2579,line,range,Mark,0
2580,line,trend,Opacity,1
2581,line,trend,Opacity,1
2582,line,compare,Color,1
2583,line,compare,Color,0
2584,scatter,retrieve,Shade,1
2585,scatter,retrieve,Shade,0
2586,scatter,filter,Line,1
2587,scatter,filter,Line,1
2588,scatter,range,Text,1
2589,scatter,range,Text,1
2590,scatter,trend,Color,1
2591,scatter,trend,Color,0
2592,scatter,compare,Text,1
2593,scatter,compare,Text,1
2594,bar,retrieve,Opacity,1
2595,bar,retrieve,Opacity,1
2596,bar,filter,Shade,1
2597,bar,filter,Shade,1
2598,bar,range,Mark,1
2599,bar,range,Mark,1
2600,bar,trend,Text,0
2601,bar,trend,Text,1
2602,bar,compare,Mark,1
2603,bar,compare,Mark,0
2604,line,retrieve,Bound,1
2605,line,retrieve,Bound,0
2606,line,filter,Color,1
2607,line,filter,Color,1
2608,line,range,Text,1
2609,line,range,Text,1
2610,line,trend,Color,1
2611,line,trend,Color,1
2612,line,compare,Color,1
2613,line,compare,Color,0
2614,scatter,retrieve,Opacity,1
2615,scatter,retrieve,Opacity,0
2616,scatter,filter,Color,1
2617,scatter,filter,Color,1
2618,scatter,range,Opacity,1
2619,scatter,range,Opacity,0
2620,scatter,trend,Bound,1
2621,scatter,trend,Bound,1
2622,scatter,compare,Text,1
2623,scatter,compare,Text,1
2624,bar,retrieve,Line,1
2625,bar,retrieve,Line,0
2626,bar,filter,Bound,1
2627,bar,filter,Bound,1
2628,bar,range,Mark,0
2629,bar,range,Mark,0
2630,bar,trend,Opacity,1
2631,bar,trend,Opacity,1
2632,bar,compare,Mark,1
2633,bar,compare,Mark,0
2634,line,retrieve,Bound,0
2635,line,retrieve,Bound,1
2636,line,filter,Color,1
2637,line,filter,Color,1
2638,line,range,Line,1
2639,line,range,Line,0
2640,line,trend,Opacity,1
2641,line,trend,Opacity,1
2642,line,compare,Opacity,0
2643,line,compare,Opacity,1
2644,scatter,retrieve,Line,1
2645,scatter,retrieve,Line,0
2646,scatter,filter,Shade,0
2647,scatter,filter,Shade,1
2648,scatter,range,Color,1
2649,scatter,range,Color,0
2650,scatter,trend,Mark,1
2651,scatter,trend,Mark,1
2652,scatter,compare,Opacity,0
2653,scatter,compare,Opacity,1
2654,bar,retrieve,Opacity,1
2655,bar,retrieve,Opacity,1
2656,bar,filter,Shade,0
2657,bar,filter,Shade,1
2658,bar,range,Opacity,1
2659,bar,range,Opacity,1
2660,bar,trend,Line,1
2661,bar,trend,Line,0
2662,bar,compare,Color,1
2663,bar,compare,Color,1
2664,line,retrieve,Opacity,1
2665,line,retrieve,Opacity,0
2666,line,filter,Shade,1
2667,line,filter,Shade,1
2668,line,range,Mark,1
2669,line,range,Mark,1
2670,line,trend,Text,1
2671,line,trend,Text,0
2672,line,compare,Mark,1
2673,line,compare,Mark,0
2674,scatter,retrieve,Line,1
2675,scatter,retrieve,Line,1
2676,scatter,filter,Opacity,1
2677,scatter,filter,Opacity,0
2678,scatter,range,Line,1
2679,scatter,range,Line,1
2680,scatter,trend,Shade,0
2681,scatter,trend,Shade,1
2682,scatter,compare,Text,1
2683,scatter,compare,Text,1
2684,bar,retrieve,Color,0
2685,bar,retrieve,Color,0
2686,bar,filter,Line,1
2687,bar,filter,Line,1
2688,bar,range,Line,0
2689,bar,range,Line,1
2690,bar,trend,Mark,0
2691,bar,trend,Mark,1
2692,bar,compare,Mark,0
2693,bar,compare,Mark,1
2694,line,retrieve,Shade,0
2695,line,retrieve,Shade,1
2696,line,filter,Shade,1
2697,line,filter,Shade,1
2698,line,range,Opacity,1
2699,line,range,Opacity,0
2700,line,trend,Line,1
2701,line,trend,Line,1
2702,line,compare,Color,1
2703,line,compare,Color,1
2704,scatter,retrieve,Bound,1
2705,scatter,retrieve,Bound,1
2706,scatter,filter,Opacity,1
2707,scatter,filter,Opacity,1
2708,scatter,range,Mark,1
2709,scatter,range,Mark,1
2710,scatter,trend,Opacity,0
2711,scatter,trend,Opacity,0
2712,scatter,compare,Color,0
2713,scatter,compare,Color,1
2714,bar,retrieve,Shade,0
2715,bar,retrieve,Shade,1
2716,bar,filter,Opacity,1
2717,bar,filter,Opacity,1
2718,bar,range,Opacity,1
2719,bar,range,Opacity,1
2720,bar,trend,Bound,1
2721,bar,trend,Bound,1
2722,bar,compare,Mark,1
2723,bar,compare,Mark,1
2724,line,retrieve,Shade,1
2725,line,retrieve,Shade,0
2726,line,filter,Line,1
2727,line,filter,Line,1
2728,line,range,Opacity,0
2729,line,range,Opacity,1
2730,line,trend,Text,1
2731,line,trend,Text,0
2732,line,compare,Opacity,0
2733,line,compare,Opacity,0
2734,scatter,retrieve,Color,0
2735,scatter,retrieve,Color,1
2736,scatter,filter,Opacity,1
2737,scatter,filter,Opacity,1
2738,scatter,range,Line,1
2739,scatter,range,Line,1
2740,scatter,trend,Mark,1
2741,scatter,trend,Mark,1
2742,scatter,compare,Opacity,1
2743,scatter,compare,Opacity,1
2744,bar,retrieve,Bound,0
2745,bar,retrieve,Bound,1
2746,bar,filter,Line,0
2747,bar,filter,Line,1
2748,bar,range,Text,1
2749,bar,range,Text,1
2750,bar,trend,Bound,1
2751,bar,trend,Bound,1
2752,bar,compare,Color,1
2753,bar,compare,Color,1
2754,line,retrieve,Shade,1
2755,line,retrieve,Shade,1
2756,line,filter,Shade,0
2757,line,filter,Shade,0
2758,line,range,Text,1
2759,line,range,Text,1
2760,line,trend,Mark,1
2761,line,trend,Mark,1
2762,line,compare,Color,1
2763,line,compare,Color,1
2764,scatter,retrieve,Opacity,1
2765,scatter,retrieve,Opacity,1
2766,scatter,filter,Shade,1
2767,scatter,filter,Shade,0
2768,scatter,range,Color,1
2769,scatter,range,Color,1
2770,scatter,trend,Shade,1
2771,scatter,trend,Shade,1
2772,scatter,compare,Mark,0
2773,scatter,compare,Mark,0
2774,bar,retrieve,Shade,0
2775,bar,retrieve,Shade,1
2776,bar,filter,Color,1
2777,bar,filter,Color,1
2778,bar,range,Text,1
2779,bar,range,Text,1
2780,bar,trend,Line,0
2781,bar,trend,Line,1
2782,bar,compare,Text,1
2783,bar,compare,Text,1
2784,line,retrieve,Opacity,1
2785,line,retrieve,Opacity,1
2786,line,filter,Bound,1
2787,line,filter,Bound,1
2788,line,range,Mark,1
2789,line,range,Mark,0
2790,line,trend,Line,1
2791,line,trend,Line,1
2792,line,compare,Mark,0
2793,line,compare,Mark,1
2794,scatter,retrieve,Opacity,0
2795,scatter,retrieve,Opacity,1
2796,scatter,filter,Line,1
2797,scatter,filter,Line,0
2798,scatter,range,Line,0
2799,scatter,range,Line,1
2800,scatter,trend,Text,0
2801,scatter,trend,Text,0
2802,scatter,compare,Text,1
2803,scatter,compare,Text,1
2804,bar,retrieve,Bound,1
2805,bar,retrieve,Bound,1
2806,bar,filter,Opacity,0
2807,bar,filter,Opacity,0
2808,bar,range,Opacity,1
2809,bar,range,Opacity,0
2810,bar,trend,Opacity,0
2811,bar,trend,Opacity,1
2812,bar,compare,Opacity,1
2813,bar,compare,Opacity,1
2814,line,retrieve,Bound,1
2815,line,retrieve,Bound,1
2816,line,filter,Line,1
2817,line,filter,Line,0
2818,line,range,Line,1
2819,line,range,Line,1
2820,line,trend,Text,1
2821,line,trend,Text,0
2822,line,compare,Opacity,1
2823,line,compare,Opacity,1
2824,scatter,retrieve,Line,1
2825,scatter,retrieve,Line,0
2826,scatter,filter,Color,0
2827,scatter,filter,Color,1
2828,scatter,range,Opacity,1
2829,scatter,range,Opacity,1
2830,scatter,trend,Shade,0
2831,scatter,trend,Shade,0
2832,scatter,compare,Mark,0
2833,scatter,compare,Mark,0
2834,bar,retrieve,Opacity,0
2835,bar,retrieve,Opacity,1
2836,bar,filter,Shade,0
2837,bar,filter,Shade,1
2838,bar,range,Color,0
2839,bar,range,Color,1
2840,bar,trend,Shade,0
2841,bar,trend,Shade,1
2842,bar,compare,Mark,1
2843,bar,compare,Mark,1
2844,line,retrieve,Color,1
2845,line,retrieve,Color,0
2846,line,filter,Color,1
2847,line,filter,Color,0
2848,line,range,Color,1
2849,line,range,Color,0
2850,line,trend,Bound,1
2851,line,trend,Bound,1
2852,line,compare,Mark,0
2853,line,compare,Mark,0
2854,scatter,retrieve,Opacity,0
2855,scatter,retrieve,Opacity,1
2856,scatter,filter,Bound,1
2857,scatter,filter,Bound,1
2858,scatter,range,Color,1
2859,scatter,range,Color,0
2860,scatter,trend,Color,1
2861,scatter,trend,Color,1
2862,scatter,compare,Mark,1
2863,scatter,compare,Mark,0
2864,bar,retrieve,Bound,0
2865,bar,retrieve,Bound,0
2866,bar,filter,Shade,0
2867,bar,filter,Shade,1
2868,bar,range,Text,0
2869,bar,range,Text,0
2870,bar,trend,Mark,0
2871,bar,trend,Mark,0
2872,bar,compare,Opacity,1
2873,bar,compare,Opacity,0
2874,line,retrieve,Shade,0
2875,line,retrieve,Shade,1
2876,line,filter,Shade,1
2877,line,filter,Shade,1
2878,line,range,Line,0
2879,line,range,Line,0
2880,line,trend,Opacity,1
2881,line,trend,Opacity,1
2882,line,compare,Color,1
2883,line,compare,Color,0
2884,scatter,retrieve,Line,1
2885,scatter,retrieve,Line,1
2886,scatter,filter,Bound,1
2887,scatter,filter,Bound,0
2888,scatter,range,Text,1
2889,scatter,range,Text,1
2890,scatter,trend,Bound,1
2891,scatter,trend,Bound,0
2892,scatter,compare,Text,0
2893,scatter,compare,Text,1
2894,bar,retrieve,Color,0
2895,bar,retrieve,Color,0
2896,bar,filter,Shade,0
2897,bar,filter,Shade,1
2898,bar,range,Opacity,1
2899,bar,range,Opacity,1
2900,bar,trend,Bound,1
2901,bar,trend,Bound,1
2902,bar,compare,Opacity,1
2903,bar,compare,Opacity,0
2904,line,retrieve,Color,0
2905,line,retrieve,Color,1
2906,line,filter,Color,1
2907,line,filter,Color,0
2908,line,range,Opacity,0
2909,line,range,Opacity,1
2910,line,trend,Color,1
2911,line,trend,Color,1
2912,line,compare,Text,1
2913,line,compare,Text,0
2914,scatter,retrieve,Color,0
2915,scatter,retrieve,Color,1
2916,scatter,filter,Line,1
2917,scatter,filter,Line,0
2918,scatter,range,Color,1
2919,scatter,range,Color,1
2920,scatter,trend,Mark,1
2921,scatter,trend,Mark,1
2922,scatter,compare,Color,0
2923,scatter,compare,Color,1
2924,bar,retrieve,Line,1
2925,bar,retrieve,Line,0
2926,bar,filter,Line,1
2927,bar,filter,Line,0
2928,bar,range,Opacity,0
2929,bar,range,Opacity,0
2930,bar,trend,Shade,0
2931,bar,trend,Shade,0
2932,bar,compare,Text,1
2933,bar,compare,Text,0
2934,line,retrieve,Shade,0
2935,line,retrieve,Shade,1
2936,line,filter,Bound,1
2937,line,filter,Bound,1
2938,line,range,Color,1
2939,line,range,Color,1
2940,line,trend,Color,1
2941,line,trend,Color,1
2942,line,compare,Opacity,1
2943,line,compare,Opacity,1
2944,scatter,retrieve,Line,0
2945,scatter,retrieve,Line,1
2946,scatter,filter,Color,1
2947,scatter,filter,Color,1
2948,scatter,range,Line,1
2949,scatter,range,Line,1
2950,scatter,trend,Opacity,0
2951,scatter,trend,Opacity,1
2952,scatter,compare,Color,1
2953,scatter,compare,Color,1
2954,bar,retrieve,Shade,1
2955,bar,retrieve,Shade,0
2956,bar,filter,Color,0
2957,bar,filter,Color,1
2958,bar,range,Text,1
2959,bar,range,Text,1
2960,bar,trend,Bound,1
2961,bar,trend,Bound,1
2962,bar,compare,Color,1
2963,bar,compare,Color,1
2964,line,retrieve,Color,1
2965,line,retrieve,Color,1
2966,line,filter,Color,1
2967,line,filter,Color,1
2968,line,range,Color,1
2969,line,range,Color,1
2970,line,trend,Text,1
2971,line,trend,Text,0
2972,line,compare,Opacity,1
2973,line,compare,Opacity,1
2974,scatter,retrieve,Color,0
2975,scatter,retrieve,Color,1
2976,scatter,filter,Line,1
2977,scatter,filter,Line,1
2978,scatter,range,Color,1
2979,scatter,range,Color,1
2980,scatter,trend,Opacity,1
2981,scatter,trend,Opacity,1
2982,scatter,compare,Opacity,1
2983,scatter,compare,Opacity,1
2984,bar,retrieve,Color,1
2985,bar,retrieve,Color,1
2986,bar,filter,Color,1
2987,bar,filter,Color,1
2988,bar,range,Opacity,1
2989,bar,range,Opacity,1
2990,bar,trend,Opacity,1
2991,bar,trend,Opacity,1
2992,bar,compare,Color,1
2993,bar,compare,Color,0
2994,line,retrieve,Color,1
2995,line,retrieve,Color,1
2996,line,filter,Bound,0
2997,line,filter,Bound,1
2998,line,range,Text,1
2999,line,range,Text,0
3000,line,trend,Opacity,1
3001,line,trend,Opacity,1
3002,line,compare,Mark,1
3003,line,compare,Mark,1
3004,scatter,retrieve,Bound,1
3005,scatter,retrieve,Bound,1
3006,scatter,filter,Bound,1
3007,scatter,filter,Bound,1
3008,scatter,range,Line,1
3009,scatter,range,Line,1
3010,scatter,trend,Text,1
3011,scatter,trend,Text,1
3012,scatter,compare,Color,1
3013,scatter,compare,Color,1
3014,bar,retrieve,Color,1
3015,bar,retrieve,Color,1
3016,bar,filter,Bound,0
3017,bar,filter,Bound,0
3018,bar,range,Color,0
3019,bar,range,Color,1
3020,bar,retrieve,Opacity,1
3021,bar,retrieve,Opacity,1
3022,bar,filter,Shade,1
3023,bar,filter,Shade,1
3024,bar,range,Line,1
3025,bar,range,Line,1
3026,bar,trend,Text,0
3027,bar,trend,Text,1
3028,bar,compare,Color,1
3029,bar,compare,Color,1
3030,line,retrieve,Shade,1
3031,line,retrieve,Shade,1
3032,line,filter,Line,1
3033,line,filter,Line,0
3034,line,range,Line,1
3035,line,range,Line,0
3036,line,trend,Shade,1
3037,line,trend,Shade,1
3038,line,compare,Text,1
3039,line,compare,Text,0
3040,scatter,retrieve,Color,1
3041,scatter,retrieve,Color,0
3042,scatter,filter,Opacity,1
3043,scatter,filter,Opacity,1
3044,scatter,range,Text,1
3045,scatter,range,Text,1
3046,scatter,trend,Color,1
3047,scatter,trend,Color,1
3048,scatter,compare,Color,0
3049,scatter,compare,Color,1
3050,bar,retrieve,Shade,1
3051,bar,retrieve,Shade,1
3052,bar,filter,Line,0
3053,bar,filter,Line,1
3054,bar,range,Text,1
3055,bar,range,Text,1
3056,bar,trend,Mark,1
3057,bar,trend,Mark,1
3058,bar,compare,Color,1
3059,bar,compare,Color,1
3060,line,retrieve,Opacity,1
3061,line,retrieve,Opacity,0
3062,line,filter,Color,1
3063,line,filter,Color,1
3064,line,range,Text,1
3065,line,range,Text,1
3066,line,trend,Color,1
3067,line,trend,Color,1
3068,line,compare,Text,1
3069,line,compare,Text,0
3070,scatter,retrieve,Opacity,1
3071,scatter,retrieve,Opacity,1
3072,scatter,filter,Bound,0
3073,scatter,filter,Bound,0
3074,scatter,range,Opacity,1
3075,scatter,range,Opacity,1
3076,scatter,trend,Text,1
3077,scatter,trend,Text,1
3078,scatter,compare,Color,0
3079,scatter,compare,Color,1
3080,bar,retrieve,Bound,1
3081,bar,retrieve,Bound,1
3082,bar,filter,Line,1
3083,bar,filter,Line,0
3084,bar,range,Line,1
3085,bar,range,Line,0
3086,bar,trend,Bound,1
3087,bar,trend,Bound,1
3088,bar,compare,Opacity,1
3089,bar,compare,Opacity,1
3090,line,retrieve,Bound,1
3091,line,retrieve,Bound,1
3092,line,filter,Bound,0
3093,line,filter,Bound,1
3094,line,range,Color,0
3095,line,range,Color,1
3096,line,trend,Shade,1
3097,line,trend,Shade,1
3098,line,compare,Opacity,0
3099,line,compare,Opacity,1
3100,scatter,retrieve,Color,0
3101,scatter,retrieve,Color,1
3102,scatter,filter,Shade,1
3103,scatter,filter,Shade,1
3104,scatter,range,Color,1
3105,scatter,range,Color,0
3106,scatter,trend,Bound,1
3107,scatter,trend,Bound,1
3108,scatter,compare,Mark,1
3109,scatter,compare,Mark,1
3110,bar,retrieve,Shade,0
3111,bar,retrieve,Shade,1
3112,bar,filter,Opacity,1
3113,bar,filter,Opacity,1
3114,bar,range,Mark,1
3115,bar,range,Mark,1
3116,bar,trend,Shade,1
3117,bar,trend,Shade,1
3118,bar,compare,Text,1
3119,bar,compare,Text,1
3120,line,retrieve,Opacity,1
3121,line,retrieve,Opacity,0
3122,line,filter,Opacity,1
3123,line,filter,Opacity,0
3124,line,range,Line,1
