"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","jspsych-survey-multi-choice-response-0","question_order"
"5936","","{""Q0"":""The total assets in billion yuan have steadily increased year on year during the period shown on the graph from under 10 billion to over 25000 billion""}","survey-multi-choice","42","509750","0.0-42.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants","[0]"
"null","<img src=""chart512.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","43","519763","0.0-43.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants",""
"null","<img src=""Filter-Scatter-Bound.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","44","529771","0.0-44.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants",""
"null","<img src=""chart331.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","45","539777","0.0-45.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants",""
"5346","","{""Q0"":""Player expenses have steadily increased over the years with a steep dip and increase back to the steady line (2010-2015)""}","survey-multi-choice","46","545131","0.0-46.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants","[0]"
"null","<img src=""chart468.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","47","555139","0.0-47.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants",""
"null","<img src=""chart507.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","48","565157","0.0-48.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants",""
"null","<img src=""Range-Scatter-Opacity.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","49","575164","0.0-49.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants",""
"2270","","{""Q0"":""I can see from the bar chart that there are a lot more people working within the catering field compared to the medical services""}","survey-multi-choice","50","577438","0.0-50.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants","[0]"
"null","<img src=""chart542.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","51","587446","0.0-51.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants",""
"null","<img src=""RetrieveValue-Scatter-Mark.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","52","597455","0.0-52.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants",""
"null","<img src=""chart78.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","53","607461","0.0-53.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants",""
"4448","","{""Q0"":""The average number of attendees at Manchester United games between 2009 and 2019 remains almost constant at nearly 80,000 before falling slightly in 2020""}","survey-multi-choice","54","611917","0.0-54.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants","[0]"
"null","<img src=""chart527.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","55","621925","0.0-55.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants",""
"null","<img src=""chart452.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","56","631933","0.0-56.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants",""
"null","<img src=""Trend-Scatter-Text.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","57","641937","0.0-57.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants",""
"2510","","{""Q0"":""The number of overnight stays in travel accomodation in Slovakia has risen between 2007 and 2018""}","survey-multi-choice","58","644455","0.0-58.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants","[0]"
"null","<img src=""chart193.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","59","654462","0.0-59.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants",""
"null","<img src=""Comapre-Scatter-Mark.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","60","664468","0.0-60.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants",""
"null","<img src=""chart122.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","61","674473","0.0-61.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants",""
"2087","","{""Q0"":""Turnover fell consistently until its lowest in 2013 and then gradually rose back up""}","survey-multi-choice","62","676569","0.0-62.0","14","1","2024-06-25 16:35:04","327d8d61a69a55b6203573ad19e3ab64","75.231.233.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/?jspsych-survey-multi-choice-response-0=15+of+the+16+cities+have+less+than+250+acres+of+parkland+per+thousand+inhabitants","es-419,es;q=0.9","15 of the 16 cities have less than 250 acres of parkland per thousand inhabitants","[0]"
